N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Recommended_Crop
133,75,89,4.5,53.99,1.25,0.42,19.11,37.49,1672.28,9.94,17.33,1400,324.85,Sugarcane
27,33,37,6.62,51.25,1.08,2.1,33.12,85.97,1606.47,4.53,10.1,1198,293.16,Rice
91,53,79,5.36,28.33,0.49,2.67,31.69,60.25,1928.65,11.54,3.97,355,124.3,Rice
111,69,41,4.88,19.27,0.88,0.34,11.31,31.48,1646.55,10.73,11.02,1773,187.36,Sugarcane
81,18,101,6.63,43.78,1,0.18,12.65,62.24,963.56,11.7,17.36,691,157.39,Wheat
103,11,20,7.49,13.94,0.46,1.07,29.39,41.07,2870.84,5.99,17.91,839,108.57,Rice
81,65,51,6.15,31.19,0.39,2.39,18.25,41.75,2882.57,7.85,7.76,404,336.62,Wheat
130,39,32,7.18,14.29,0.89,2.18,12.75,66.02,667.17,5.54,13.73,170,77.13,Wheat
146,31,39,6.46,39.9,1.1,2.48,22.41,43.58,1685.67,7.38,2.25,1806,73.47,Rice
26,84,18,6.25,11.36,0.8,1.25,36.32,42.84,2410.92,5.95,10.49,441,334.84,Rice
103,22,101,5.66,41.46,0.29,2.98,20.99,62.46,353.37,10.82,5.31,1491,128.58,Cotton
151,80,97,6.03,43.66,1.4,1.16,30.87,44.13,545.98,4.97,6.68,1604,138.36,Millet
153,25,68,5.9,34.36,1.1,2.44,37.02,36.63,1725.7,5.8,9.82,1292,256.44,Rice
77,54,37,7.08,18.75,1.01,1.12,15.08,54.5,279.35,6.11,18.36,655,108.89,Wheat
41,74,97,4.96,15.07,1.04,0.73,28.29,33.12,2532.38,9.91,16.65,1142,163.17,Rice
146,20,88,4.87,25.66,0.72,1.08,37.23,84.32,2644.86,9.04,8.27,2085,72.16,Rice
22,79,112,7.14,33.26,1.48,0.66,15.8,57.09,2261.67,5.09,10.07,642,233.46,Wheat
146,29,42,6.69,42.11,0.37,0.47,39.66,30.79,2502.61,8.85,17.61,832,173.11,Rice
60,72,56,6.22,10.06,1.16,1.16,20.95,43.48,2080.8,10.77,2.57,2490,117.77,Rice
125,21,107,5.11,45.55,0.75,0.53,16.53,87.47,597.23,7.62,15.76,1383,250.1,Tomato
33,71,31,6.14,45.64,1.35,1.56,35.13,59.78,283.59,8.89,4.22,302,119.2,Millet
31,51,38,7.66,32.23,1.13,0.2,24.04,51.53,2574.64,8.26,6.3,197,256.16,Rice
106,78,43,8.06,27.17,0.93,1.35,30.12,48.91,2180.05,6.86,5.13,806,195.21,Rice
31,67,51,7.31,52.12,1.42,2.88,24.69,55.02,1315.69,4.02,11.47,818,345.44,Barley
44,14,61,4.74,49.23,1.39,1.14,29.31,42.71,2431.14,5.49,5.37,2266,78.66,Rice
64,36,56,7.18,59.16,0.27,0.5,11.06,74.95,349.18,11.58,9.67,384,58.76,Wheat
141,37,83,5.46,28.6,0.45,0.99,20.51,60.5,1093.44,6.84,1.5,2455,106.59,Sugarcane
74,35,60,5.76,55.34,1.08,2.39,29.72,75.09,1157.18,6.38,7.01,1181,319.78,Barley
119,58,54,5.28,14.37,1.4,1.01,20.52,45.26,493.65,8.91,14.51,179,339.31,Barley
155,30,103,7.6,30.57,0.76,1.21,33.27,30.09,2276.75,11.23,9.26,1787,271.77,Rice
138,10,84,7.09,33.27,0.25,2.39,38.83,87.97,2377.08,6.42,16.64,384,300.1,Rice
72,67,43,6.95,32.04,1.04,0.86,11.12,60.72,1832.88,5.78,9.74,1564,84.2,Wheat
51,88,30,7.17,41.25,0.45,1.49,35.66,34.78,1370,11.22,17.64,345,154.46,Millet
70,64,22,5.45,18.51,0.92,0.28,15.07,36.23,1899.75,10.19,8.5,2020,260.42,Barley
63,35,63,6.28,53.32,0.7,0.6,37.52,56.08,2715.47,9.62,7.86,2006,178.52,Rice
101,34,34,7.03,37.59,0.93,0.71,38.4,71.72,1201.71,8.46,5.88,637,151.18,Sugarcane
56,86,30,7.05,55.21,1.41,1.44,27.08,53.8,1135.89,7.4,9.78,1953,141.73,Potato
115,42,10,7.67,10.13,0.83,2.48,24.37,79.21,1943.64,9.1,16.79,2493,64.13,Rice
75,81,67,5.65,41.5,0.24,1.13,32.75,49.74,2114.19,5.74,14.56,228,113.21,Rice
124,78,78,7.58,30.62,0.96,1.2,37.54,32.74,1481.7,10.54,4.28,829,246.01,Sugarcane
78,15,95,6.26,35.25,0.62,0.97,16.97,30.5,2606.78,7.33,18.58,716,89.61,Wheat
150,32,80,7.18,47.19,1.21,1.03,21.47,81.57,1186.41,10.04,9.49,1523,96.85,Sugarcane
54,39,22,6.32,21.36,0.81,1.27,22.53,89.07,1994.57,10.49,5.23,1244,259.29,Rice
112,87,118,8.29,20.24,1.16,2.71,35.37,37.97,2069.83,4.6,18.84,833,99,Rice
116,63,61,5.22,45.15,1.38,0.17,14.11,33.72,1025.49,9.4,9.37,7,117.61,Sugarcane
154,20,32,7.2,36.07,0.67,1.91,28.69,84.86,252.78,6.42,4.3,1161,72.41,Millet
95,40,30,6.81,21.68,1.49,2.67,20.53,36.05,2514.51,6.87,16.64,1623,241.47,Rice
68,15,15,5.19,34.2,0.39,1.31,36.57,43.7,1550.77,9.87,10.51,505,284.94,Rice
113,20,29,4.76,32.98,1.04,1.99,20.19,78.1,467.27,11.66,4.74,504,224.36,Barley
43,86,85,7.7,44.57,0.25,1.8,39.34,89.88,2881.17,10.43,13.93,314,126.51,Rice
56,21,49,5.13,10.13,0.48,1.08,10.47,59.16,1030,6.33,19.66,1026,261.62,Sugarcane
23,75,18,5.25,39.34,1.02,0.5,17.19,42.65,1528.51,9.66,2.6,1856,205.62,Barley
127,62,59,8.41,40.28,0.26,0.74,23.72,80.86,1555.39,6.62,9.25,1759,91.51,Rice
145,45,37,7.37,47.28,0.33,0.27,17.69,53.66,1238.24,7.52,10.75,1757,105.47,Wheat
39,26,20,5.5,54.46,0.58,2.32,32.12,46.36,624.43,4.98,13.56,1661,64.49,Millet
69,37,105,6.86,32.01,0.95,1.65,34.44,59.42,2172.02,10.67,5.34,166,60.28,Rice
115,31,84,6.64,27.13,0.22,2.38,30.93,81.35,747.36,9.18,4.51,1316,100.39,Millet
124,16,97,7.88,15.12,0.83,0.94,39.11,43.98,2110.51,10.9,15.1,406,257.94,Rice
136,24,65,7.42,26.84,1.01,2.43,23.68,55.43,2445.9,5.79,13.72,713,142.31,Rice
117,20,88,7.83,13.42,0.72,1,39.39,56.65,264.77,5.03,5.67,793,170.9,Millet
85,33,114,5.35,50.14,0.29,0.45,13.74,79.97,2249,10.52,2.08,1871,276.94,Wheat
98,76,44,7.06,50.35,0.99,1.65,35.38,70.56,1986.49,11.03,16.2,1664,88.34,Rice
25,39,90,4.66,30.86,0.99,2.84,11.15,76.83,748.17,5.38,13.96,902,212.98,Maize
58,79,34,4.78,22.98,0.86,1.3,25.96,71.6,1936.54,9.14,17.72,1076,314.68,Rice
134,75,108,7.35,15.9,1.1,1.59,24.53,65.56,1378.16,5.32,2.29,1596,301.45,Sugarcane
144,70,28,4.6,52.56,0.47,1.41,35.69,37.94,436.86,4.12,10.26,1955,156.84,Millet
31,87,114,6.82,53.87,1.08,1.43,31.02,79.98,1666.33,8.34,4.03,19,166.28,Rice
150,50,40,7.86,23.31,0.41,0.72,23.23,66.44,2925.2,11.6,13.82,1683,198.4,Rice
37,60,90,6.02,41.09,0.71,1.33,36.87,72.07,2016.67,8.72,5.74,191,219.85,Rice
59,53,59,4.68,22.93,0.29,1.54,36.58,76.72,1125.53,7.43,5.99,2156,235.97,Rice
40,22,96,7.36,21.26,1.26,2.26,10.74,48.7,1777.8,6.26,14.58,1019,90.9,Wheat
118,21,72,8.22,11.06,0.9,0.51,36.13,56.24,2265.84,6.25,16.67,2036,228.76,Rice
45,18,56,7.37,38.86,1.46,1.76,25.8,62.48,637.48,6.1,18.3,1963,200.07,Millet
27,57,10,6.81,17.5,1.43,2.02,35.17,50.57,1680.72,5.67,2.48,218,54.84,Rice
119,58,67,5.42,10.62,1.5,1.21,15.44,45.51,1619.22,4.53,16.33,318,140.23,Sugarcane
106,62,19,4.56,15.24,0.33,1.69,14.53,76.61,1254.36,10.06,19.46,1568,215.98,Sugarcane
61,65,17,7.28,25.69,0.99,2.16,31.67,75.22,2291.78,6.52,2,589,296.78,Rice
33,49,115,5.42,43.46,0.73,1.45,18.26,79.91,1782.03,5.25,18.33,40,129.07,Potato
97,33,35,7.93,20.13,0.89,1.07,26.77,71.8,2156.91,8.83,19.13,2378,63.71,Rice
21,81,43,6.37,54.38,0.6,2.49,30.66,48.7,1868.69,11.47,4.65,822,253.59,Rice
138,42,28,6.62,24.42,0.26,2.97,28.31,49.62,2386.63,9.51,6.86,734,51.74,Rice
56,32,87,7.52,26.56,1.12,0.73,30.97,61.67,1975.01,5.53,6.68,2356,346.2,Rice
88,86,81,7.62,20.9,1.46,2.68,28.61,80.14,2097.68,7.31,19.04,865,92.72,Rice
60,63,10,7.07,22.69,0.89,1.68,21.37,50.78,831.39,10.6,1.32,1701,184.56,Wheat
81,62,57,8.25,13.71,0.63,1.4,12.71,75.96,2568.43,4.41,11.58,1285,96.45,Wheat
79,58,34,8.43,24.74,1.42,2.69,35.66,48.34,635.05,6.69,12.01,1324,188.79,Millet
144,87,33,8.29,52.98,0.67,2.74,35.38,50.31,1151.49,7.1,13.39,1366,238.86,Sugarcane
130,87,56,7.8,44.42,1.39,0.89,10.17,75.14,2690.34,7.62,5.26,1574,340.51,Wheat
33,89,93,7.32,53.76,1.31,1.14,35.23,70.71,504.04,8.47,10.01,1735,120.08,Millet
103,58,103,7.15,15.24,0.89,2.57,14.53,42.49,2626.7,7.95,8.84,2436,200.47,Wheat
149,69,78,4.92,32.78,1.08,1.52,19.99,79.62,1531.02,5.3,8.76,2275,126.16,Sugarcane
89,74,76,5.59,21.46,1.11,0.94,22.4,77.08,714.04,7.34,7.35,1874,90,Pulses
142,41,41,4.52,46.06,1.03,2.89,30.39,77.85,2264.14,6.95,18.92,2418,288.11,Rice
108,88,26,5.05,58.51,0.41,0.73,12.77,58.22,994.87,11.43,13.38,2148,50.54,Potato
47,30,70,6.26,50.77,1.1,1.87,34.8,49.72,2098.15,9.94,15.44,2129,134.28,Rice
85,27,115,5.09,11.76,0.2,1.34,38.28,80.99,2414.51,10.93,7.11,278,66.28,Rice
24,69,78,8.11,25.83,1.12,1.41,38.58,65.29,1794.12,9.68,1.01,934,55.11,Rice
64,22,20,7.72,11.43,0.92,0.41,12.76,85.86,2400.8,4.45,19.09,335,218.24,Wheat
66,33,47,4.79,12.01,0.54,0.85,37.58,45.23,2818.13,7.79,17.65,1601,274.54,Rice
50,39,77,5.5,13.98,1.24,0.58,27.03,88.54,1741.12,10.22,9.7,2483,211.54,Rice
158,11,112,7.78,23.82,0.73,2.27,31.81,52.75,626.63,8.73,8.33,325,264.83,Millet
29,34,28,7.71,25.21,0.83,2.12,37.92,53.07,2186.88,10.07,9.45,1049,289.53,Rice
137,59,112,8.28,30.02,0.24,2.4,29.83,44.33,1348.21,11.7,6.11,2355,192.27,Sugarcane
33,23,119,8.49,30.25,0.72,2.13,23.7,87.9,1687.65,5.98,12.68,624,188.32,Rice
99,15,96,8.41,48.57,0.42,0.47,25.75,32.38,1955.08,11.87,19.5,942,97.69,Rice
112,85,26,6.14,17.07,0.56,2.94,30.54,58.4,2208.98,4.96,2.26,1007,250.63,Rice
29,39,22,5.5,17.89,0.53,0.65,38.34,51.93,1991.42,11.36,16,889,114.36,Rice
95,39,100,7.53,41.33,0.26,1.12,36.69,39.56,852.04,5.55,2.12,384,241.14,Millet
113,47,10,5.7,38.59,0.8,2.15,27.31,72.79,2294.86,9.76,17.32,1760,286.05,Rice
124,67,11,7.73,17.7,0.88,0.51,16.33,83.9,2460.56,10.27,3.77,186,184.33,Wheat
20,50,91,6.64,52.61,0.94,0.59,20.4,44.61,305.49,10.49,10.4,319,232.52,Tomato
152,66,109,7.68,26.45,0.8,2.64,20.85,59.86,1062.8,7.5,10.66,92,117.02,Sugarcane
39,45,118,5.6,28.35,1.33,1.06,18.68,64.69,2937.84,5.35,12.98,102,310.25,Potato
27,73,106,6.53,31.02,0.25,2.03,32.4,53.43,697.64,10.37,12.5,2347,238.43,Millet
20,25,109,6.76,26.14,1,2.59,35.08,85.29,711.9,9.16,14.35,1580,206.12,Millet
76,87,75,8.27,37.87,1.33,2.92,19.59,57.69,1855.71,6.06,17.12,2188,208.18,Wheat
83,81,77,5.57,29.43,0.25,0.71,35.38,88.97,1146.85,7.14,1.69,2177,226.68,Sugarcane
137,23,25,8.25,22.97,0.85,0.46,32.03,47.71,2039.94,6.38,15.02,136,236.99,Rice
47,40,13,7.72,55.22,0.97,2.25,23.23,34.39,935.41,11.32,1.98,1089,232.82,Wheat
140,75,66,7.42,25.42,0.45,0.65,30.96,64.5,1392.8,10.43,16.08,1531,255.19,Sugarcane
126,77,82,7.65,44.92,0.53,1.78,33.08,79.4,2995.61,11.06,16.07,836,268.14,Rice
68,74,94,6.92,27.36,1.22,1.64,26.83,53.3,1245.63,4.41,4.63,2207,118.92,Rice
139,64,32,5.48,31.76,0.94,1.72,23.29,41.11,441.26,9.29,4.98,1997,290.84,Potato
63,87,11,5.26,21.8,0.61,1.98,13.05,74.29,2278.82,6.14,2.48,501,286.95,Tomato
75,49,76,7.97,47.62,1.19,2.57,10.04,46.25,1848.01,9.99,5.56,528,83.5,Wheat
130,34,96,7.4,46.86,1.17,0.89,38.12,76.18,1444.82,11.13,10.49,2249,184.28,Sugarcane
153,34,35,5.35,11.11,0.65,1.71,18.02,45.74,2744.42,10.13,8.39,353,241,Sugarcane
127,12,16,6.96,13.01,0.84,1.08,29.89,63.44,610.56,11.29,5.25,2258,66.41,Millet
133,78,109,6.29,56.12,1.06,1.02,38.3,83.26,1571.25,7.19,12.8,820,313.56,Rice
97,35,53,5.13,54.44,0.65,0.16,34.55,42.28,737,8.99,10.93,971,129.84,Millet
149,49,42,6.63,35.3,1.02,1.84,13.68,79.24,433.78,7.8,3.38,1124,138.9,Wheat
56,47,73,5.63,34.67,0.53,2.92,34.06,45.93,1438.59,10.64,7.09,117,278.83,Pulses
39,47,45,4.88,50.62,0.58,2.31,31.79,69.64,2852.57,8.5,18.88,1769,263.39,Rice
45,77,13,6.37,16.92,0.6,0.8,19.88,44.62,2221.79,9.68,13.8,1226,342.35,Wheat
48,16,32,6.86,42.68,1.42,2.18,30.69,36.87,856.63,9.05,19.07,516,166.9,Rice
20,39,34,4.69,33.8,1.28,0.96,34.78,69.84,1495.34,10.9,9.66,1755,191.8,Potato
138,28,114,6.11,47.17,0.93,2.29,18.74,65.69,2432.86,8.23,1.39,731,287.3,Wheat
54,44,99,5.53,11.51,0.93,2.58,36.07,54.09,747.16,4.87,16.05,2313,298.17,Millet
78,42,101,4.62,39.64,0.27,1.07,12.36,32.2,770.35,11.59,2.8,483,70.56,Maize
88,42,101,5,37.84,1.04,0.11,25.82,58.52,706.89,8.45,18.91,2349,91.95,Millet
31,87,94,5.06,52.04,0.63,0.98,17,38.92,1900.84,10.26,6.82,263,200.34,Barley
39,47,83,5.23,43.84,1,0.7,31.84,51.57,281.06,9.43,13.52,2288,235.18,Millet
62,19,36,7.71,54.01,1.29,1.89,15.25,65.17,1845.34,7.45,17.08,1823,334.92,Wheat
145,66,60,6.26,54.36,0.26,0.94,20.24,86.36,2511.04,11.61,9.7,1372,156.24,Rice
69,37,88,5.09,30.41,0.99,0.2,13.82,60.68,2391.43,9.86,9.17,313,221.75,Barley
48,87,90,4.9,16.87,0.93,1.64,34.36,41.69,2067.13,5.85,4.54,1990,245.01,Rice
58,47,112,5.69,41.51,0.47,2.64,13.97,86.77,814.58,11.97,14.83,550,134.53,Potato
57,25,108,7.69,53.69,1.04,1.41,31.69,31.55,2485.97,12,7.45,383,332.73,Rice
103,30,78,5.96,13.75,0.92,1.19,31.22,68.57,2880.9,6.32,12.92,2478,116.31,Rice
147,15,89,5.14,37.9,1.2,0.62,14.27,45.74,714.59,11.88,5.69,882,53.97,Barley
145,50,32,6.12,15.75,0.34,1.22,26.98,75.45,2748.92,8.94,15.04,2290,223.41,Rice
64,24,112,6.72,11.35,0.78,1.06,24.91,49.87,2588.37,5.48,14.23,418,240.15,Rice
71,12,18,4.62,43.98,1.5,2.99,27.84,55.72,2941.98,11.83,1.16,217,229.86,Rice
99,52,42,7.01,44.09,1.1,0.19,38.12,76.23,1093.97,4.82,2.94,2225,125.12,Maize
143,56,44,6.08,40.03,1.09,0.79,12.42,83.87,2815.4,9.1,2.56,1100,296.32,Wheat
138,23,113,4.54,52.96,0.61,0.3,34.62,40.95,702.65,10.7,1.66,1192,84.97,Millet
27,75,59,7.2,14.04,0.32,2.59,35.86,47.78,690.5,10.63,2.13,776,62.13,Millet
104,38,33,7.35,15.26,1.43,1.31,13.79,30.26,499.57,4.05,7.18,1136,126.46,Wheat
148,13,97,7.02,53.23,0.34,2.41,29.68,81.39,1397.76,7.4,15.55,755,192.76,Sugarcane
27,35,33,5.87,35.16,1.49,2.11,31.06,86.83,234.11,4.71,11.12,1686,307.13,Millet
115,21,28,6.62,23.65,0.36,2.79,26.46,46.77,1267.76,6.08,3.02,536,114.48,Sugarcane
121,11,48,6.05,46.91,0.42,0.17,25.09,53.07,1952.59,11.5,1.99,2202,294.46,Rice
24,26,70,7.3,54.72,0.6,0.7,19.53,55.74,419.13,11.08,2.98,519,229.37,Wheat
105,44,34,6.83,44.48,0.87,2.14,30.67,54.59,2491.73,9.27,8.1,672,277.88,Rice
53,19,104,4.83,49.6,1.23,1.8,18.57,53.57,1019.62,11.19,6.78,747,183.06,Millet
74,52,111,7.07,24.12,1.46,2.11,23.8,58.55,330.08,6.53,14.49,183,59.51,Cotton
138,30,34,7.25,24.44,0.67,1.77,35.72,39.23,1248.91,10.63,12.88,1558,117.04,Sugarcane
133,24,36,5.98,53.21,0.23,1.78,12.69,33.46,587.62,9.48,17.66,2115,140.55,Wheat
45,44,41,8,40.74,1,2.8,25.85,73.41,2426.78,9.87,19.02,1676,72.89,Rice
155,69,20,7.87,21.71,1.12,2.77,24.58,80.79,1135.22,4.69,1.03,1168,97.15,Sugarcane
66,53,78,5.2,36.21,0.72,0.21,21.35,78.61,527.64,6.79,5.33,1653,90.01,Sugarcane
132,14,117,8.12,44.29,0.44,1.3,27.93,67.6,1470.25,4.39,2.48,1867,94.23,Sugarcane
95,82,42,6.26,20.93,0.6,1.58,10.47,88.13,1465.53,5.2,6.83,607,239.35,Wheat
91,27,28,7.39,42.75,1.05,1.14,24.77,30.09,971.71,6.17,12.35,64,166.88,Wheat
108,30,116,7.76,12.11,0.84,0.24,24.57,49.17,1115.59,8.69,6.06,1774,270.74,Sugarcane
65,81,25,6.52,25.18,1.17,1.47,25.48,48.6,2352.75,10.08,4.61,992,244.04,Rice
52,83,108,6.1,43.7,0.48,2.93,16.37,50.98,1988.43,4.87,8.35,2100,90,Wheat
20,60,20,8.16,17.47,1.29,0.31,16.23,78,801.04,4.44,1.33,1929,184.95,Wheat
50,50,84,5.42,21.11,0.4,2.47,29.42,51.09,2854.92,11.07,19.49,1609,176.12,Rice
72,33,83,5.53,53.95,0.63,0.67,12.78,61.63,1053.23,5.04,19.37,583,208.74,Maize
67,33,107,5.95,43.72,0.97,1.77,19.18,66.84,1693.63,7.59,3.55,682,305.12,Potato
88,47,78,7.94,34.95,1.16,1.22,34.92,80.72,1799.14,4.9,4.6,613,136.35,Rice
124,53,96,8.26,20.54,0.55,1.11,13.11,66.95,798.27,8.28,11.74,1041,210.27,Wheat
109,66,64,5.38,27.07,1.43,2.62,24.04,52.88,1015.43,4.85,6.87,1146,163.5,Sugarcane
82,68,34,7.96,38.72,1.12,2.92,30.06,71.68,1545.94,10.1,1.23,762,317.49,Rice
92,43,102,5.53,17.77,0.48,1.22,14.25,60.93,917.7,4.68,2.03,2062,123.36,Millet
108,84,113,8.38,34.09,1.14,1.96,19.37,61.7,1055.76,7.44,13.79,1476,143.88,Wheat
32,32,86,6.89,30.45,1.11,1.71,26.76,50.11,1916.82,7.36,4.99,2107,192.72,Rice
92,52,105,4.53,33.83,1.18,0.32,19.82,30.1,2254.51,11.37,11.23,1493,149.27,Potato
96,49,43,4.64,15.28,1.39,0.22,13.3,51.35,2442.75,7.44,6.25,218,279.79,Barley
87,56,21,5.09,15.32,1.13,2.34,16.97,48.16,540.82,4.57,10.97,417,305.69,Maize
117,50,97,5.25,58.21,0.66,1.24,13.28,36.02,2263.59,8.35,19.98,956,207.2,Sugarcane
144,56,113,7.57,58.97,1.23,0.99,39.51,41.92,2821.82,9.8,14.12,58,147.34,Rice
121,29,30,5.39,31.31,1.1,2.96,17.07,88.85,1826.05,6.7,7.59,767,245.39,Sugarcane
151,86,38,8.38,49.45,0.95,0.35,25.92,46.79,1893.1,8.87,19.34,1686,178.21,Rice
121,74,60,7.04,42.79,0.66,0.88,22.86,61.09,2874.91,4.97,1.66,379,232.68,Rice
38,77,32,7.27,15.85,1.4,2.58,27.09,62.96,2634.41,7.4,4.25,2266,253.37,Rice
101,33,42,5.37,24.83,0.87,1.3,24.94,63.6,1761.47,5.33,10.47,1425,280.5,Rice
42,45,17,8.07,25.68,1.02,1.79,31.81,32.84,2344.38,6.19,6.55,2081,236.1,Rice
102,54,51,7.17,39.79,0.74,0.24,36.19,76.29,706.52,9.13,14.68,621,234.15,Millet
128,11,86,7.96,39,1.22,2.77,18.56,73.82,1356.72,10.03,1.65,485,346.59,Wheat
94,37,78,8.33,56.18,0.64,0.5,15.51,88.63,2203.15,6.49,6.21,2428,131.13,Wheat
148,35,50,5,49.5,1.25,0.72,39.53,41.08,1008.03,11.92,17.26,923,192.56,Sugarcane
107,32,83,4.89,52.84,0.34,0.55,35.98,63.23,1470.91,6.28,8.64,2126,132.44,Sugarcane
73,88,72,7.71,54.56,1.12,1.54,20.92,78.23,683.64,5.2,4.86,2046,313.09,Wheat
108,45,23,7.96,50.06,0.82,2.47,36.84,37.46,2713.85,10.94,10.85,594,309.91,Rice
84,15,97,6.84,26.64,1.11,0.87,30.12,77.37,2707.87,9.2,7.96,384,65.15,Rice
95,44,71,5.96,20.75,0.89,0.51,23.12,46.2,1539.41,9.44,6.37,2074,256.59,Rice
79,47,84,7.11,38.59,0.37,1.29,36.2,46.85,737.61,10.35,17.12,2106,329.18,Millet
112,44,55,5.72,44.48,0.82,2.95,30.26,86.74,2101.79,12,17.18,806,297.94,Rice
68,83,76,5.45,29.33,1.45,0.13,34.79,48.83,797.9,6.27,8.95,1845,247.71,Millet
54,62,102,6.45,52.42,1.18,1.56,22.53,65.05,840.06,8.38,12.47,1608,144.44,Barley
121,47,62,5.36,58.03,0.59,2.04,33.96,56.41,2921.73,9.63,14.66,469,191.81,Rice
30,68,61,6.43,38.47,1.43,2.44,21.01,34.69,478.72,5.17,14.38,77,60.98,Sugarcane
118,52,103,8.33,32.83,1.21,2.26,32.05,87.03,1261.88,6.45,7.32,2463,121.54,Sugarcane
129,13,110,7.86,52.14,0.67,0.32,23.07,42.82,1753.65,6.45,13.56,2244,332.21,Rice
93,14,16,8.27,11.21,0.98,1.44,22.16,46.06,501.81,6.62,18.45,2459,197.94,Rice
28,77,90,7.73,16.45,0.75,0.33,33.9,52.63,309.04,9.75,2.05,1756,98.06,Millet
22,54,93,5.92,52.28,0.33,1.9,13.75,59.91,1718.55,8.74,2.39,377,244.11,Potato
104,89,63,7.75,46.6,1.25,0.32,37.85,38.66,520.77,9.73,17.2,2289,90.76,Millet
45,34,20,8.19,30.81,0.45,0.24,25.26,67.8,903.27,8.1,12.45,225,196.4,Pulses
91,87,117,8.29,54.44,0.8,0.99,29.08,60.88,1592.36,11.64,1.52,1936,303.07,Rice
67,20,34,7.23,27.57,1.11,2.82,22.16,48.18,1172.99,8.17,15.55,821,250.24,Pulses
136,38,68,5.35,41.69,1.41,2.16,29.38,71.56,2189.56,8.83,3.02,653,235.11,Rice
31,43,97,4.66,41.72,0.28,0.11,31.3,60.84,2894.87,6.39,16.95,1703,279.67,Rice
152,23,75,5.09,19.22,0.71,0.93,36.05,80.44,2308.94,4.47,10.18,2255,291.13,Rice
67,33,36,8.36,24.24,1,0.15,35.63,81.32,2999.98,10.52,6.54,2445,234.97,Rice
56,68,92,6.35,55.8,1.21,0.95,20.73,88.81,1288.96,10.85,12.73,1874,267.16,Cotton
63,48,67,7.92,19.17,1.4,2.09,28.48,34.04,1054.67,10.81,4.3,401,129.58,Pulses
34,35,102,6.36,18.68,0.2,2.3,33.42,54.31,795.24,10.41,11.22,2391,260.5,Millet
62,52,110,7.14,33.98,1.02,2.43,32.95,60.09,2677.66,6.15,10.31,2439,84.65,Rice
106,45,20,4.6,14.61,0.21,2.74,36.73,44.03,1291.82,8.6,5.56,866,201.9,Sugarcane
89,48,64,5.5,54.73,1.22,1.16,34.96,85.32,2190.64,10.52,13.69,1251,305.16,Rice
65,70,28,6.25,15.01,0.39,2.6,31.54,35.29,2089.38,9,7.66,2174,184.08,Rice
127,25,101,7.02,40.83,1.36,2.21,32.47,55.71,359.81,11.67,17.16,805,136.93,Millet
142,68,48,5.19,26.99,0.4,1.66,34.22,41.11,2663.01,9.42,2.59,1609,233.77,Rice
40,15,94,7.56,50.21,1.19,2.87,35.14,70.93,1562.3,8.49,15.63,950,96.58,Rice
126,65,99,5.96,39.49,0.58,2.85,20.58,72.3,825.93,11.96,9.32,1713,120.5,Wheat
99,17,95,7.77,29.42,0.92,2.7,33.45,82.35,2941.44,8.28,6.93,1712,125.95,Rice
66,36,79,4.89,59.19,0.99,0.69,38.48,54.54,2308.84,11.74,18.84,233,160.23,Rice
136,80,20,7.22,13.31,0.47,0.7,16.99,76.51,1926.85,4.1,4.8,399,178.85,Wheat
143,36,23,5.67,38.89,0.59,2.71,11.45,62.97,2967.45,8.4,9.04,613,295.75,Sugarcane
44,55,69,7.68,59.48,0.34,1.25,12.17,78.74,2318.44,6.31,9.82,86,133.38,Wheat
55,50,45,6.11,44.55,0.21,2.41,16.5,35.12,539.2,7.17,6.65,1870,214.3,Wheat
70,88,113,7.16,46.99,0.51,2.09,37.59,57.81,2975.21,4.7,2.69,1990,127.78,Rice
34,34,50,8.24,11.6,0.87,2.31,13.8,39.03,1873.28,6.11,18.2,718,125.58,Wheat
87,27,11,4.58,11.07,1.13,0.18,32.43,77.42,1038.42,8.56,17.99,1986,164.47,Potato
40,21,66,4.54,11.81,1.23,1.35,36.01,39.16,2489.06,9.77,12.95,2356,56.59,Rice
38,60,116,7.58,59.59,0.29,2.59,36.33,30.48,334.18,11.28,7.16,431,264.11,Millet
53,48,69,7.09,58.98,0.55,1.52,22.5,85.77,2032.23,5.85,12.93,1406,52.75,Rice
97,19,29,5.67,26.73,1.2,2.1,24.86,59.08,645.96,10.36,19.32,2103,153.03,Sugarcane
144,83,31,6.48,24.55,0.83,2.29,19.7,89.11,445.12,4.2,17.78,1007,130.15,Wheat
136,86,112,4.67,17.3,0.44,0.45,14.42,57.18,1191.16,11.15,4.15,395,346.2,Sugarcane
71,63,13,5.27,26.46,0.71,0.55,16.37,65.45,1197.82,8.76,16.51,791,235.46,Wheat
46,38,65,6.2,28.51,0.55,2.2,14.04,74.65,1881.47,10.77,16.16,811,81.23,Wheat
54,50,102,7.84,47.41,0.27,0.26,22.23,46.85,1783.22,6.04,18.43,1256,333.62,Rice
155,18,119,6.42,53.31,1.19,1.09,15.11,37.97,2126.25,6.98,1.9,531,119.44,Wheat
125,72,67,6.85,47.34,0.58,2.76,22.1,69.67,687.5,4.78,15.56,930,291.57,Cotton
